id,parent,name,level,question
1219,32.0,Maroupaina Kindergarten,2,634200919
2686,32.0,Masupa ECE,2,634200919
1413,32.0,Mbita'ama Kindy,2,634200919
2368,32.0,Muki Kindy,2,634200919
1763,32.0,Na'au Kindy,2,634200919
1766,32.0,Nafinua kindy,2,634200919
1915,32.0,Namonako ECE,2,634200919
1916,32.0,Namorako Kindy,2,634200919
1919,32.0,Namosalabe Kindergarden,2,634200919
973,32.0,Nanakinimae CHS,2,634200919
979,32.0,Naoasi Kindy,2,634200919
2708,32.0,Nazareth Kindy,2,634200919
920,32.0,Ngarafata Kindy Fiu,2,634200919
631,32.0,Nitauhi Kindergarten,2,634200919
1555,32.0,Not available,2,634200919
37,32.0,Nu'u Kindy,2,634200919
31,32.0,Nunubilau kindy,2,634200919
2603,32.0,Ogou kindy,2,634200919
2604,32.0,Oibola Kindy,2,634200919
2606,32.0,Okwala Kindergarten,2,634200919
402,32.0,Olomburi Kindergarten,2,634200919
66,32.0,Pelau Kindergarten,2,634200919
1706,32.0,Pipisu Kindergarten,2,634200919
2626,32.0,Port Adam Kindergarten,2,634200919
898,32.0,Radesifolaemae Kindy,2,634200919
2231,32.0,Raubabate Kindy,2,634200919
1464,32.0,Rohinari Kindy,2,634200919
1466,32.0,Rokera Kindergarten,2,634200919
1777,32.0,Ruru Kindergarten,2,634200919
1781,32.0,Sa'a Kindergarten,2,634200919
1038,32.0,Sikwafata Kindy,2,634200919
1297,32.0,St Augustine Fa'asitoro Kindy,2,634200919
173,32.0,St Joachim And Anna Kindy,2,634200919
315,32.0,St Michael Aimamara Kindy,2,634200919
325,32.0,St Paul Auki Kindy,2,634200919
3086,32.0,St Theresa Kindy,2,634200919
739,32.0,Taba'a Kindy,2,634200919
742,32.0,Taba'akwaru Kindergarten,2,634200919
1565,32.0,Takwa Kindy,2,634200919
1568,32.0,Talakali Kindy,2,634200919
1178,32.0,Tawaimare Kindy,2,634200919
1181,32.0,Tawairoi Kindergarten,2,634200919
414,32.0,Tawanaora Kindy,2,634200919
426,32.0,Tawaro Kindergarten,2,634200919
80,32.0,To'ae Kindergarten,2,634200919
1837,32.0,Town End Kindy,2,634200919
1840,32.0,Trinity Christian Kindergarten,2,634200919
2009,32.0,Uhu Kindergarten,2,634200919
2011,32.0,Ulubala Kindy,2,634200919
140,32.0,Wairaha Kindy,2,634200919
144,32.0,Wairokai Kindergarten,2,634200919
2375,32.0,Waisisi Kindergarten,2,634200919
2378,32.0,Walande Kindergarten,2,634200919
508,32.0,Waneagu Kindy,2,634200919
1556,556.0,Not available,2,634200919
555,556.0,Su'u National Secondary NSS,2,634200919
1934,6.0, Faubaba CHS,2,634200919
1952,6.0,Adaua Primary,2,634200919
2931,6.0,Aenathato Primary School,2,634200919
2933,6.0,Afufu CHS,2,634200919
1816,6.0,Aiarai Primary,2,634200919
1817,6.0,Aikuku Primary,2,634200919
1819,6.0,Aimamara Primary,2,634200919
1821,6.0,Aimela CHS,2,634200919
1126,6.0,Aisalinga CHS,2,634200919
1130,6.0,Aivah Primary,2,634200919
1134,6.0,Aiwarawa Primary,2,634200919
1740,6.0,Alafana Primary School ,2,634200919
1319,6.0,Anofiu Primary,2,634200919
1993,6.0,Anopala Primary,2,634200919
2500,6.0,Arabala CHS,2,634200919
645,6.0,Arnon Atomea CHS,2,634200919
370,6.0,Auki CHS,2,634200919
2546,6.0,Avenue Primary,2,634200919
1197,6.0,Basakana Primary,2,634200919
1443,6.0,Baunani CHS,2,634200919
2143,6.0,Bitakaula CHS,2,634200919
952,6.0,Bulungali Primary,2,634200919
954,6.0,Buma CHS,2,634200919
2565,6.0,Busurata CHS,2,634200919
2235,6.0,Dala North Primary,2,634200919
2241,6.0,Daolusu CHS,2,634200919
1002,6.0,Fa'adila Primary,2,634200919
261,6.0,Fauketa Primary,2,634200919
265,6.0,Faumamanu CHS,2,634200919
267,6.0,Faurere CHS,2,634200919
2486,6.0,Fereniu Primary School,2,634200919
2178,6.0,Folotana Primary,2,634200919
2184,6.0,Fote CHS,2,634200919
2190,6.0,Fourau CHS,2,634200919
5,6.0,Fulifo'oe Primary,2,634200919
8,6.0,Fulisango CHS,2,634200919
2914,6.0,Gwaidingale CHS,2,634200919
202,6.0,Gwaigeo CHS,2,634200919
210,6.0,Gwaunaoa CHS,2,634200919
665,6.0,Gwounabusu CHS,2,634200919
669,6.0,Gwounatolo CHS,2,634200919
434,6.0,Harisi Primary,2,634200919
438,6.0,Hatodea Primary,2,634200919
441,6.0,Hauharii Primary,2,634200919
764,6.0,Henue Primary,2,634200919
1581,6.0,Heupotasi Primary,2,634200919
3165,6.0,Honoa Primary,2,634200919
570,6.0,Hunanawa CHS,2,634200919
2080,6.0,Kafolulae Primary,2,634200919
1909,6.0,Kiu CHS,2,634200919
2469,6.0,Kwaiafa CHS,2,634200919
2473,6.0,Kwailabesi Primary,2,634200919
153,6.0,Kwarea CHS,2,634200919
157,6.0,Kwarifau Primary,2,634200919
159,6.0,Kwau Extension,2,634200919
163,6.0,Lagefasu Primary,2,634200919
528,6.0,Lamae Extension,2,634200919
1545,6.0,Laugwata CHS,2,634200919
1547,6.0,Laulana CHS,2,634200919
21,6.0,Lilifia CHS,2,634200919
29,6.0,Loanini Primary ,2,634200919
2200,6.0,Lolu Primary,2,634200919
1163,6.0,Luaniua CHS,2,634200919
1079,6.0,Madalua CHS,2,634200919
2756,6.0,Magwesiri Primary,2,634200919
2665,6.0,Mamako Primary,2,634200919
1685,6.0,Manafaeni Primary,2,634200919
1689,6.0,Manakwai CHS,2,634200919
447,6.0,Manaoba CHS,2,634200919
450,6.0,Manawai CHS,2,634200919
2316,6.0,Maoa CHS,2,634200919
2324,6.0,Maoleala Primary,2,634200919
781,6.0,Maoro CHS,2,634200919
1217,6.0,Maroupaina CHS,2,634200919
2682,6.0,Masupa CHS,2,634200919
1411,6.0,Mbita'ama CHS,2,634200919
2443,6.0,Mt Olive Christian Academy,2,634200919
2369,6.0,Muki Primary,2,634200919
2371,6.0,Musukui Primary,2,634200919
1459,6.0,Na'au CHS ,2,634200919
1917,6.0,Namorako Primary,2,634200919
1920,6.0,Namotiko Extension,2,634200919
980,6.0,Naorua Primary,2,634200919
2267,6.0,Nariekeara CHS,2,634200919
2710,6.0,Ndai Primary,2,634200919
2840,6.0,New Hari Primary,2,634200919
2846,6.0,New Valley Primary,2,634200919
630,6.0,Nitauhi CHS,2,634200919
1282,6.0,Niuleni Primary,2,634200919
1554,6.0,Not available,2,634200919
30,6.0,Nunubilau CHS ,2,634200919
2605,6.0,OKAT Primary School,2,634200919
2602,6.0,Ogou CHS,2,634200919
394,6.0,Okwala Primary,2,634200919
396,6.0,Oliver's Memorial Primary,2,634200919
400,6.0,Olomburi CHS,2,634200919
406,6.0,Onelafa CHS,2,634200919
683,6.0,Ote CHS ,2,634200919
685,6.0,Ououmatawa Primary,2,634200919
62,6.0,Pelau CHS,2,634200919
1707,6.0,Pipisu Primary,2,634200919
2618,6.0,Porepore Primary,2,634200919
2624,6.0,Port Adam CHS,2,634200919
2114,6.0,Rara Extension,2,634200919
2224,6.0,Raroasi Primary,2,634200919
1469,6.0,Ro'one Primary,2,634200919
1463,6.0,Roapu Primary,2,634200919
1465,6.0,Rohinari Primary,2,634200919
1467,6.0,Rokera Primary,2,634200919
987,6.0,Rufoki CHS,2,634200919
1776,6.0,Ruru CHS,2,634200919
1925,6.0,Sarawasi CHS,2,634200919
1039,6.0,Sikwafata Primary,2,634200919
936,6.0,Sinasu CHS,2,634200919
185,6.0,St John Dala Catholic School,2,634200919
3090,6.0,St Theresa Takwa Catholic School,2,634200919
1660,6.0,Sulufoloa CHS ,2,634200919
740,6.0,Taba'a Primary,2,634200919
1562,6.0,Taifala Adventist Primary,2,634200919
1564,6.0,Takaito CHS,2,634200919
1567,6.0,Talakali CHS,2,634200919
2349,6.0,Taramata Primary,2,634200919
1627,6.0,Tariuna Primary,2,634200919
1693,6.0,Tauba Primary,2,634200919
1175,6.0,Tawahaule / Inemauri Primary,2,634200919
1177,6.0,Tawaimare CHS,2,634200919
416,6.0,Tawanaora Primary,2,634200919
76,6.0,Tiuni CHS,2,634200919
84,6.0,Toliorea Primary,2,634200919
2008,6.0,Uhu CHS,2,634200919
790,6.0,Umaki Primary,2,634200919
134,6.0,Waimarau Primary,2,634200919
141,6.0,Wairaha Primary,2,634200919
142,6.0,Wairokai CHS,2,634200919
2374,6.0,Waisisi CHS,2,634200919
2379,6.0,Walande Primary,2,634200919
2381,6.0,Walo CHS ,2,634200919
504,6.0,Waneagu CHS,2,634200919
2927,722.0,Adaua PSS,2,634200919
2156,722.0,Aligegeo PSS,2,634200919
1552,722.0,Not available,2,634200919
1468,722.0,Rokera PSS,2,634200919
2935,607.0,AFUTARA ADVENTIST VOCATIONAL SCHOOL,2,634200919
2510,607.0,ARARAT RTC,2,634200919
1948,607.0,Adakoa RTC,2,634200919
1122,607.0,Airahu RTC,2,634200919
2504,607.0,Arao RTC,2,634200919
606,607.0,Duruabu RTC,2,634200919
2488,607.0,Fiu Permaculture Centre RTC,2,634200919
2854,607.0,Ngaligaragara RTC,2,634200919
2856,607.0,Ngalikekero RTC,2,634200919
303,607.0,Not available,2,634200919
432,607.0,Tawataha RTC,2,634200919
713,607.0,Technical Institute RTC,2,634200919
1311,890.0,Angaiho CHS,2,634200919
760,890.0,Henua CHS,2,634200919
1553,890.0,Not available,2,634200919
1254,890.0,Vanua CHS,2,634200919
2690,545.0,Mataiho Kindergarten,2,634200919
544,545.0,Not available,2,634200919
1516,545.0,Siva Kindergarten,2,634200919
1433,545.0,Tupuaki Kindergarten,2,634200919
1307,547.0,Angaiho CHS,2,634200919
762,547.0,Henua CHS,2,634200919
2082,547.0,Kagua Primary,2,634200919
1754,547.0,Kanava Primary,2,634200919
2692,547.0,Mataiho Primary,2,634200919
2098,547.0,Moah Primary,2,634200919
2367,547.0,Mugibai Primary,2,634200919
546,547.0,Not available,2,634200919
1518,547.0,Siva Primary,2,634200919
1561,547.0,Tahanuku Primary,2,634200919
1435,547.0,Tupuaki Primary,2,634200919
1309,2303.0,Angaiho CHS,2,634200919
2844,2303.0,New Place PSS,2,634200919
2414,2303.0,Not available,2,634200919
293,725.0,Not available,2,634200919
711,725.0,Tebaie'ha RTC,2,634200919
2356,228.0,BALIPA'A CHS,2,634200919
227,228.0,Bishop Patteson CHS,2,634200919
2484,228.0,FENUALOA CHS,2,634200919
1535,228.0,Gauwa CHS,2,634200919
1540,228.0,Lata CHS,2,634200919
2760,228.0,Maina Memorial CHS,2,634200919
1677,228.0,Mamineo CHS,2,634200919
1403,228.0,Matembo CHS,2,634200919
2435,228.0,Mona CHS,2,634200919
2438,228.0,Monene CHS,2,634200919
976,228.0,NANGU CHS,2,634200919
2408,228.0,Not available,2,634200919
240,228.0,Safoa CHS,2,634200919
1362,228.0,Tetalo CHS,2,634200919
1366,228.0,Tetoli CHS,2,634200919
2138,228.0,VENGA CHS,2,634200919
1936,17.0, FENUALOA CHS,2,634200919
883,17.0,Baenga Kindergarten,2,634200919
2358,17.0,Balipa'a Kindergarten,2,634200919
2359,17.0,Balo Kindy,2,634200919
1749,17.0,Bimbir Kindergarten,2,634200919
2573,17.0,Carlisle Bay Kindy,2,634200919
1018,17.0,Fanocove St Francis Kindy,2,634200919
16,17.0,Gaito kindy,2,634200919
232,17.0,Kati Centre Kindy,2,634200919
534,17.0,Lata CHS,2,634200919
1541,17.0,Lata Kindergarten,2,634200919
1164,17.0,Luemaoda Kindy,2,634200919
1165,17.0,Luengibase Kindergarten,2,634200919
2764,17.0,Maina Memorial Kindergarten,2,634200919
2662,17.0,Malo Kindergarten,2,634200919
1681,17.0,Mamineo Kindergarten,2,634200919
129,17.0,Meli Kindergarten,2,634200919
2096,17.0,Minema Kindy,2,634200919
2436,17.0,Mona kindy,2,634200919
978,17.0,Nangu kindergarten,2,634200919
2711,17.0,Nea/ Nemboi Kindy,2,634200919
2713,17.0,Nemba Kindergarten,2,634200919
2716,17.0,Nenubo ECE,2,634200919
1285,17.0,Noipe kindy,2,634200919
1287,17.0,Nooka kindy,2,634200919
737,17.0,Not available,2,634200919
241,17.0,Safoa Kindergarten,2,634200919
1429,17.0,TUO KINDERGARTEN,2,634200919
2140,17.0,Venga Kindy,2,634200919
997,17.0,Young Diplomats Centre Manelu Kindy,2,634200919
1136,131.0,AKABOI Primary,2,634200919
360,131.0,Asubuo Primary ,2,634200919
2547,131.0,Aveta Primary ,2,634200919
884,131.0,BAENGA Primary,2,634200919
1750,131.0,BIMBIR Primary,2,634200919
2357,131.0,Balipa'a Extension,2,634200919
1748,131.0,Bimbir Extension School,2,634200919
2145,131.0,Black Rock Akaboi Extension,2,634200919
1897,131.0,Bomata Primary,2,634200919
2575,131.0,CARLISLE BAY Primary,2,634200919
1014,131.0,Fano Cove Extension,2,634200919
1016,131.0,Fano Cove Primary,2,634200919
1536,131.0,Gauwa CHS,2,634200919
233,131.0,KATI Primary,2,634200919
1166,131.0,LUENGIBASE Primary,2,634200919
2659,131.0,MALAWI Primary,2,634200919
788,131.0,MARONE Primary,2,634200919
2758,131.0,Maina Memorial CHS,2,634200919
2762,131.0,Maina Memorial Extension,2,634200919
2663,131.0,Malo Primary,2,634200919
1679,131.0,Mamineo CHS,2,634200919
452,131.0,Manelu Primary ,2,634200919
130,131.0,Meli Primary,2,634200919
2439,131.0,Monene CHS,2,634200919
2370,131.0,Murivai Primary ( Tetalo Ext ),2,634200919
977,131.0,NANGU CHS,2,634200919
1286,131.0,NOIPE Primary,2,634200919
2838,131.0,Nenubo Primary,2,634200919
628,131.0,Nipimanu Primary,2,634200919
297,131.0,Not available,2,634200919
1705,131.0,Pileni Primary,2,634200919
2341,131.0,TANIASU Primary,2,634200919
719,131.0,Tematai Primary,2,634200919
1361,131.0,Terano Primary,2,634200919
1431,131.0,Tuo Primary,2,634200919
470,131.0,VEVENA Primary,2,634200919
1167,1168.0,Luesalemba PSS,2,634200919
1560,1168.0,Not available,2,634200919
1169,1170.0,LUESALO RTC,2,634200919
295,1170.0,Not available,2,634200919
1189,113.0,Barasipo CHS,2,634200919
1447,113.0,Bekabeka CHS,2,634200919
1746,113.0,Bilua CHS,2,634200919
957,113.0,Buri CHS,2,634200919
2557,113.0,Buruku CHS,2,634200919
2253,113.0,Dekurana Integrated Secondary School,2,634200919
604,113.0,Dunde CHS,2,634200919
515,113.0,Eleoteve CHS,2,634200919
1538,113.0,Gerasi CHS,2,634200919
1043,113.0,Gizo CHS,2,634200919
380,113.0,Halisi CHS,2,634200919
112,113.0,Iriqila CHS,2,634200919
239,113.0,Kaza CHS,2,634200919
2636,113.0,Kokeqolo CHS,2,634200919
195,113.0,Kongukolo CHS,2,634200919
277,113.0,Lengana CHS,2,634200919
285,113.0,Leona CHS,2,634200919
922,113.0,Ngari CHS,2,634200919
1290,113.0,Noro CHS,2,634200919
726,113.0,Not available,2,634200919
459,113.0,Patukae CHS,2,634200919
463,113.0,Patutiva CHS,2,634200919
74,113.0,Pienuna CHS,2,634200919
1237,113.0,Poitete CHS,2,634200919
2225,113.0,Rarumana CHS,2,634200919
1867,113.0,Rawaki CHS,2,634200919
1875,113.0,Ringi Cove CHS,2,634200919
1032,113.0,Sibila CHS,2,634200919
1034,113.0,Sidoko CHS,2,634200919
179,113.0,St John Bosco Senior Secondary,2,634200919
181,113.0,St John Bosco Tuha CHS,2,634200919
2050,113.0,Titiana CHS,2,634200919
798,113.0,Vancouver CHS,2,634200919
1262,113.0,Varese CHS,2,634200919
471,113.0,Viru CHS,2,634200919
2936,108.0,Agagana Kindergarten,2,634200919
1140,108.0,Aleang Kindergarten,2,634200919
2506,108.0,Arara Kindergarten,2,634200919
880,108.0,Babanga Kindergarten,2,634200919
886,108.0,Baeroko Kindergarten,2,634200919
1193,108.0,Bareho ECE,2,634200919
1199,108.0,Batuna Kindergarten,2,634200919
107,108.0,Biche Kindy,2,634200919
339,108.0,Chubikopi Kindergarten,2,634200919
476,108.0,Chuchulu kindergarten,2,634200919
605,108.0,Dunde Kindergarten,2,634200919
516,108.0,Eleoteve Kindergarten,2,634200919
518,108.0,Emmanuel Kindy,2,634200919
1529,108.0,Gaomai Kindergarten,2,634200919
1146,108.0,Ghatere Kindergarten,2,634200919
1047,108.0,Gizo Kindergarten,2,634200919
1049,108.0,Gizo SDA kindy,2,634200919
677,108.0,Ha'apai Kindergarten,2,634200919
390,108.0,Harapa Kindergarten,2,634200919
1599,108.0,Holy Familiy kindy,2,634200919
3157,108.0,Holy Rosary Nila Kindergarten,2,634200919
1761,108.0,Kariki Kindergarten,2,634200919
237,108.0,Kavolavata Kindy,2,634200919
821,108.0,Kaza Kindergarten,2,634200919
825,108.0,Keara Kindergarten,2,634200919
2640,108.0,Kokeqolo Kindergarten,2,634200919
2642,108.0,Kokete Kindergarten,2,634200919
1272,108.0,Kolokolo Kindergarten,2,634200919
188,108.0,Komaleai Kindergarten,2,634200919
343,108.0,Koriovuku Kindy,2,634200919
614,108.0,Kukundu ECE,2,634200919
289,108.0,Leona Kindergarten,2,634200919
2086,108.0,Merusu Kindergarten,2,634200919
2092,108.0,Michi Kindergarten,2,634200919
924,108.0,Ngari Kindergarten,2,634200919
1283,108.0,Niumala Kindergarten,2,634200919
2406,108.0,Noro Kindergarten,2,634200919
2410,108.0,Not available,2,634200919
1085,108.0,Nuhu Kindergarten,2,634200919
2597,108.0,Obobulu Kindergarten,2,634200919
1830,108.0,Paradise Kindergarten,2,634200919
1832,108.0,Parasau Kindy,2,634200919
460,108.0,Patukae Kindergarten,2,634200919
56,108.0,Patutiva Kindy,2,634200919
1703,108.0,Pienuna ECE,2,634200919
1710,108.0,Pirumeri Kindergarten,2,634200919
1241,108.0,Poitete Kindergarten,2,634200919
2612,108.0,Poporo Kindy,2,634200919
2226,108.0,Rarumana Kindy,2,634200919
1879,108.0,Ringi Kindergarten,2,634200919
1724,108.0,Sacred Heart Maleai Kindergarten,2,634200919
242,108.0,Saint Eusebius Kindergarten,2,634200919
249,108.0,Samanago Kindergarten,2,634200919
2292,108.0,Sambora Kindergarten,2,634200919
2717,108.0,Seghe Kindergarten,2,634200919
638,108.0,St Luke Gizo Kindy,2,634200919
639,108.0,St Marcellin Kindergarten,2,634200919
1907,34.0,Kinamara Primary,2,634200919
327,108.0,St Peter Charniel Kindergarten,2,634200919
3080,108.0,St Peters Gizo Kindy,2,634200919
3082,108.0,St Peters Kindy Babanga,2,634200919
2214,108.0,Suava Kindergarten,2,634200919
550,108.0,Supato Kindy,2,634200919
1363,108.0,Tetemara Kindergarden,2,634200919
1835,108.0,Toumoa Kindergarten,2,634200919
792,108.0,United Church Kindy- Gizo,2,634200919
795,108.0,Uzamba Kindy,2,634200919
2134,108.0,Vavanga Kindergarten,2,634200919
1059,350.0,Goldie College NSS,2,634200919
349,350.0,Kukudu NSS,2,634200919
727,350.0,Not available,2,634200919
2822,350.0,Vonunu NSS,2,634200919
1813,34.0,Agagana Primary,2,634200919
2154,34.0,Aleang Primary,2,634200919
2166,34.0,Alpheus Rore Memorial Primary School,2,634200919
2508,34.0,Arara Primary,2,634200919
881,34.0,Babanga Primary,2,634200919
885,34.0,Baeni Extension,2,634200919
887,34.0,Baeroko Primary,2,634200919
2360,34.0,Banga Primary,2,634200919
1191,34.0,Barasipo CHS,2,634200919
1195,34.0,Bareho Primary,2,634200919
1201,34.0,Batuna Primary,2,634200919
1743,34.0,Biche Primary,2,634200919
1744,34.0,Bili Primary,2,634200919
1745,34.0,Bilua CHS,2,634200919
2146,34.0,Boboe Primary,2,634200919
819,34.0,Buinitusu Primary,2,634200919
958,34.0,Buri Primary,2,634200919
2559,34.0,Buruku CHS,2,634200919
340,34.0,Chubikopi Primary,2,634200919
478,34.0,Chuchulu Primary,2,634200919
603,34.0,Dunde CHS,2,634200919
611,34.0,Eleoteve CHS,2,634200919
517,34.0,Emmanuel Christian Academy Primary,2,634200919
1010,34.0,Falamae Primary,2,634200919
1530,34.0,Gaomai Primary,2,634200919
1148,34.0,Ghatere Primary,2,634200919
1045,34.0,Gizo CHS,2,634200919
679,34.0,Ha'apai Primary,2,634200919
382,34.0,Halisi CHS,2,634200919
392,34.0,Harapa Primary,2,634200919
1589,34.0,Hinakole Primary,2,634200919
566,34.0,Hovoro Primary,2,634200919
114,34.0,Iriri Primary,2,634200919
115,34.0,JAC Primary,2,634200919
116,34.0,Jack Harbour Primary,2,634200919
1385,34.0,Jella Primary,2,634200919
967,34.0,Kalaro Primary,2,634200919
1762,34.0,Kariki Primary,2,634200919
230,34.0,Karokesa Primary,2,634200919
238,34.0,Kavolavata Primary,2,634200919
823,34.0,Kaza Primary,2,634200919
827,34.0,Keara Primary,2,634200919
2638,34.0,Kokeqolo CHS,2,634200919
2644,34.0,Kokete Primary,2,634200919
1112,34.0,Koliai Primary,2,634200919
1273,34.0,Kolokolo Primary,2,634200919
1274,34.0,Kolomali Primary,2,634200919
189,34.0,Komaleai Primary,2,634200919
194,34.0,Kongu Primary,2,634200919
344,34.0,Koriovuku Primary,2,634200919
351,34.0,Kukudu Primary,2,634200919
2457,34.0,Kundu Primary,2,634200919
533,34.0,Lambulambu Primary,2,634200919
279,34.0,Lengana CHS,2,634200919
287,34.0,Leona CHS,2,634200919
2198,34.0,Lokuru Primary,2,634200919
1075,34.0,Madali Primary,2,634200919
2660,34.0,Maleai Primary,2,634200919
2664,34.0,Malosova Primary,2,634200919
786,34.0,Maravari Primary,2,634200919
2680,34.0,Mase Primary,2,634200919
132,34.0,Mendina Primary,2,634200919
2088,34.0,Merusu Primary,2,634200919
2094,34.0,Michi Primary,2,634200919
2437,34.0,Mondo Primary,2,634200919
2709,34.0,Nazareth Primary,2,634200919
926,34.0,Ngari Primary,2,634200919
627,34.0,Niniveh Primary School,2,634200919
1281,34.0,Niu Mala Primary,2,634200919
2404,34.0,Noro CHS,2,634200919
730,34.0,Not available,2,634200919
1087,34.0,Nuhu Primary,2,634200919
33,34.0,Nusa Roviana Primary,2,634200919
2598,34.0,Obobulu Primary,2,634200919
1831,34.0,Paradise Primary,2,634200919
457,34.0,Patuboliboli Primary,2,634200919
458,34.0,Patukae CHS,2,634200919
462,34.0,Patutiva CHS,2,634200919
60,34.0,Peava Primary,2,634200919
68,34.0,Penjuku Primary,2,634200919
1711,34.0,Pirumeri Primary,2,634200919
1239,34.0,Poitete CHS,2,634200919
2106,34.0,Ramata Primary,2,634200919
1869,34.0,Rawaki CHS ,2,634200919
1877,34.0,Ringi Cove CHS,2,634200919
981,34.0,Roqesama Primary School,2,634200919
1931,34.0,SDA Garden Primary,2,634200919
2286,34.0,Samanago Primary,2,634200919
2294,34.0,Sambora Primary,2,634200919
2718,34.0,Seghe Primary,2,634200919
2724,34.0,Shalom Primary,2,634200919
1031,34.0,Sibila CHS,2,634200919
1033,34.0,Sibilado Primary,2,634200919
1035,34.0,Sidoko Primary,2,634200919
1520,34.0,Sobiro Primary,2,634200919
175,34.0,St John Bosco Nila Primary,2,634200919
640,34.0,St Marcellin Primary Vanga Point,2,634200919
1652,34.0,Suava Primary,2,634200919
551,34.0,Supato Primary,2,634200919
560,34.0,Sychar Primary,2,634200919
715,34.0,Tehila Primary,2,634200919
717,34.0,Telina Primary,2,634200919
1364,34.0,Tetemara Primary,2,634200919
90,34.0,Tombe SDA Primary,2,634200919
1836,34.0,Toumoa Primary,2,634200919
1841,34.0,Tuki/Lodumoe Primary,2,634200919
2010,34.0,Ulona Primary,2,634200919
796,34.0,Vakambo Primary,2,634200919
797,34.0,Valapata Primary,2,634200919
1258,34.0,Vao Sausepe Primary,2,634200919
1260,34.0,Vare Tutty Primary,2,634200919
1264,34.0,Varu Adventist Primary,2,634200919
1268,34.0,Vatoro Extension,2,634200919
2136,34.0,Vavanga Primary,2,634200919
999,34.0,Zaira Primary,2,634200919
2144,732.0,Biulah PSS,2,634200919
1395,732.0,Jones Adventist College,2,634200919
731,732.0,Not available,2,634200919
1440,744.0,Batuna RTC,2,634200919
2251,744.0,Dekurana Integrated School RTC,2,634200919
1104,744.0,Don Bosco Nila RTC,2,634200919
1069,744.0,Mabuzu Rural Training Centre,2,634200919
1551,744.0,Not available,2,634200919
2719,744.0,SEGHE RTC,2,634200919
1296,744.0,St Annes Vocational School,2,634200919
1299,744.0,St Dominics Vrtc,2,634200919
2494,744.0,St Peter RTC,2,634200919
743,744.0,TABAKA RTC,2,634200919
799,744.0,Vanga Teachers College,2,634200919
2305,2306.0,15400,3,634200919
2311,2312.0,14660,3,634200919
1212,1213.0,12090,3,634200919
1224,1225.0,14640,3,634200919
1853,1451.0,22870,3,634200919
1328,1329.0,14650,3,634200919
1334,1335.0,21640,3,634200919
1338,1339.0,15570,3,634200919
582,444.0,14590,3,634200919
2307,2308.0,21630,3,634200919
1607,787.0,12060,3,634200919
1855,1453.0,21400,3,634200919
1857,1455.0,15410,3,634200919
850,851.0,14570,3,634200919
1859,1457.0,12710,3,634200919
2017,1767.0,21660,3,634200919
854,855.0,11710,3,634200919
3196,1922.0,22910,3,634200919
2272,2273.0,21420,3,634200919
1504,626.0,90410,3,634200919
1811,736.0,Not available,3,634200919
698,699.0,21140,3,634200919
1611,455.0,13350,3,634200919
2816,989.0,11990,3,634200919
2946,900.0,12000,3,634200919
2119,2120.0,12130,3,634200919
3048,1460.0,11030,3,634200919
3049,1461.0,21350,3,634200919
2576,2577.0,13120,3,634200919
2220,1657.0,20810,3,634200919
1620,1621.0,14220,3,634200919
429,430.0,13310,3,634200919
2542,1365.0,13290,3,634200919
704,705.0,74860,3,634200919
3249,1834.0,12580,3,634200919
2951,2006.0,20970,3,634200919
2031,1476.0,15560,3,634200919
495,496.0,15350,3,634200919
3207,1479.0,23820,3,634200919
509,510.0,21650,3,634200919
2866,1039.0,15090,3,634200919
935,936.0,15150,3,634200919
3147,1640.0,Not available,3,634200919
57,58.0,20110,3,634200919
184,185.0,11090,3,634200919
3089,3090.0,11060,3,634200919
2223,1660.0,12210,3,634200919
2770,740.0,14970,3,634200919
2889,1562.0,24740,3,634200919
800,801.0,90570,3,634200919
2967,2707.0,23280,3,634200919
3148,1642.0,Not available,3,634200919
700,701.0,23300,3,634200919
3093,3094.0,90330,3,634200919
1630,1631.0,12330,3,634200919
947,948.0,13220,3,634200919
3015,2232.0,10080,3,634200919
2109,2110.0,13230,3,634200919
1248,1249.0,14380,3,634200919
1242,1243.0,15430,3,634200919
2891,1564.0,12360,3,634200919
2894,1567.0,72840,3,634200919
2348,2349.0,21730,3,634200919
1626,1627.0,22100,3,634200919
1692,1693.0,12530,3,634200919
1696,1175.0,14950,3,634200919
1698,1177.0,12320,3,634200919
415,416.0,12650,3,634200919
75,76.0,13570,3,634200919
83,84.0,23230,3,634200919
2953,2008.0,14050,3,634200919
2698,790.0,23140,3,634200919
3208,134.0,12400,3,634200919
3213,141.0,14270,3,634200919
3214,142.0,12140,3,634200919
2648,2374.0,12620,3,634200919
2653,2379.0,14100,3,634200919
2655,2381.0,12170,3,634200919
503,504.0,12640,3,634200919
1267,1268.0,21540,3,634200919
2135,2136.0,21550,3,634200919
2596,999.0,22550,3,634200919
2786,2151.0,10260,3,634200919
3024,1899.0,14450,3,634200919
3027,1902.0,14420,3,634200919
491,492.0,10050,3,634200919
1480,1100.0,24980,3,634200919
1149,1150.0,21330,3,634200919
674,675.0,24990,3,634200919
373,374.0,21340,3,634200919
1664,435.0,15370,3,634200919
757,758.0,24510,3,634200919
2992,966.0,13150,3,634200919
2633,2634.0,13180,3,634200919
2021,1771.0,15420,3,634200919
2282,2283.0,14460,3,634200919
2849,2850.0,15380,3,634200919
1809,733.0,Not available,3,634200919
690,691.0,10880,3,634200919
2330,1828.0,13170,3,634200919
1250,1251.0,14380,3,634200919
